"Date","Price","Open","High","Low","Vol.","Change %"
"06/20/2023","149.70","153.80","153.80","148.50","7.95M","-3.04%"
"06/19/2023","154.40","156.20","157.00","151.00","6.89M","-1.91%"
"06/16/2023","157.40","156.00","159.40","153.60","12.78M","1.42%"
"06/15/2023","155.20","150.00","155.50","148.80","13.18M","5.22%"
"06/14/2023","147.50","149.10","150.20","145.90","4.86M","0.07%"
"06/13/2023","147.40","143.70","148.00","143.20","6.54M","2.50%"
"06/12/2023","143.80","145.00","145.00","141.50","5.38M","-0.83%"
"06/09/2023","145.00","144.80","145.90","143.20","6.66M","0.21%"
"06/08/2023","144.70","143.80","145.40","142.90","6.80M","0.35%"
"06/07/2023","144.20","147.00","147.00","142.30","9.05M","1.98%"
"06/06/2023","141.40","141.80","144.60","140.30","8.80M","2.17%"
"06/05/2023","138.40","135.00","138.60","135.00","8.64M","-0.07%"
"06/02/2023","138.50","136.10","139.30","134.30","19.62M","6.54%"
"06/01/2023","130.00","128.30","132.90","127.60","21.80M","3.26%"
"05/31/2023","125.90","126.10","126.30","122.70","31.70M","-3.15%"
"05/30/2023","130.00","129.10","131.00","126.10","9.77M","1.64%"
"05/29/2023","127.90","130.10","130.70","127.50","9.57M","-1.69%"
"05/25/2023","130.10","132.70","132.90","128.40","12.26M","-3.84%"
"05/24/2023","135.30","137.00","137.30","134.60","5.59M","-2.24%"
"05/23/2023","138.40","141.30","141.60","137.40","5.14M","-1.21%"
"05/22/2023","140.10","138.50","142.70","136.80","6.27M","2.11%"
"05/19/2023","137.20","141.80","141.80","136.70","10.90M","-4.72%"
"05/18/2023","144.00","145.90","146.70","143.20","9.93M","0.28%"
"05/17/2023","143.60","149.20","149.20","142.10","11.13M","-2.18%"
"05/16/2023","146.80","147.00","147.70","146.00","11.97M","4.04%"
"05/15/2023","141.10","139.80","143.30","137.60","13.39M","-2.56%"
"05/12/2023","144.80","146.00","146.00","142.30","21.71M","7.26%"
"05/11/2023","135.00","138.10","139.50","132.20","12.47M","-0.44%"
"05/10/2023","135.60","136.50","137.50","133.60","13.58M","-0.66%"
"05/09/2023","136.50","140.20","140.60","135.90","7.43M","-2.15%"
"05/08/2023","139.50","140.80","141.70","138.20","6.66M","-0.92%"
"05/05/2023","140.80","140.70","143.00","139.70","8.15M","2.40%"
"05/04/2023","137.50","135.50","137.80","135.10","7.53M","2.38%"
"05/03/2023","134.30","134.80","135.40","132.40","8.61M","-2.82%"
"05/02/2023","138.20","139.10","142.80","136.30","9.34M","1.69%"
"04/28/2023","135.90","136.30","138.60","135.30","8.13M","0.00%"
"04/27/2023","135.90","136.10","136.10","133.50","7.98M","-0.15%"
"04/26/2023","136.10","132.70","138.70","132.70","11.28M","2.56%"
"04/25/2023","132.70","136.70","136.90","131.60","11.03M","-4.12%"
"04/24/2023","138.40","138.70","140.60","136.80","9.04M","-0.93%"
"04/21/2023","139.70","141.50","142.00","138.40","11.39M","-2.24%"
"04/20/2023","142.90","144.10","145.40","142.00","12.57M","-0.90%"
"04/19/2023","144.20","148.50","148.50","143.60","10.18M","-2.90%"
"04/18/2023","148.50","148.60","149.50","146.50","8.09M","-0.60%"
"04/17/2023","149.40","145.00","151.20","143.70","11.26M","1.15%"
"04/14/2023","147.70","149.40","149.50","146.40","11.73M","-1.47%"
"04/13/2023","149.90","144.40","149.90","143.50","13.82M","-2.03%"
"04/12/2023","153.00","157.70","157.80","151.30","10.76M","-3.53%"
"04/11/2023","158.60","159.00","161.70","156.20","9.02M","-0.25%"
"04/06/2023","159.00","158.00","159.40","155.90","12.98M","-3.05%"
"04/04/2023","164.00","165.00","165.50","161.00","8.03M","-3.36%"
"04/03/2023","169.70","171.60","172.20","167.30","9.36M","-1.34%"
"03/31/2023","172.00","174.80","176.50","171.40","24.06M","5.39%"
"03/30/2023","163.20","160.50","164.30","159.50","14.62M","2.58%"
"03/29/2023","159.10","166.20","168.00","158.20","17.11M","1.92%"
"03/28/2023","156.10","157.00","157.20","154.10","7.33M","1.89%"
"03/27/2023","153.20","157.60","158.50","151.80","10.77M","-3.53%"
"03/24/2023","158.80","155.80","162.30","155.30","12.33M","0.00%"
"03/23/2023","158.80","151.60","159.20","150.50","12.58M","3.86%"
"03/22/2023","152.90","155.00","157.70","151.80","10.70M","1.87%"
"03/21/2023","150.10","149.40","150.70","145.70","11.08M","-0.20%"
"03/20/2023","150.40","152.40","153.50","147.10","11.64M","-2.72%"
"03/17/2023","154.60","157.80","158.00","152.80","18.82M","-0.26%"
"03/16/2023","155.00","154.70","158.50","153.60","8.98M","-2.64%"
"03/15/2023","159.20","158.90","160.90","157.40","9.22M","2.38%"
"03/14/2023","155.50","157.60","160.20","153.70","14.84M","-2.20%"
"03/13/2023","159.00","159.00","164.50","157.60","20.49M","0.19%"
"03/10/2023","158.70","161.50","163.10","158.00","43.66M","-11.49%"
"03/09/2023","179.30","182.90","183.40","178.50","8.26M","0.56%"
"03/08/2023","178.30","182.00","182.50","176.70","10.07M","-4.35%"
"03/07/2023","186.40","188.40","192.20","182.60","7.84M","-0.48%"
"03/06/2023","187.30","188.00","190.70","185.20","9.95M","1.41%"
"03/03/2023","184.70","185.60","187.70","183.20","9.11M","3.13%"
"03/02/2023","179.10","178.80","180.60","176.80","9.80M","-2.29%"
"03/01/2023","183.30","174.10","184.60","173.50","10.22M","5.53%"
"02/28/2023","173.70","177.50","178.00","171.30","15.58M","-2.42%"
"02/27/2023","178.00","176.00","181.90","175.80","10.19M","-0.22%"
"02/24/2023","178.40","183.80","185.40","177.40","12.27M","-4.75%"
"02/23/2023","187.30","178.80","188.70","178.80","15.16M","1.79%"
"02/22/2023","184.00","183.40","188.90","182.00","19.77M","-3.00%"
"02/21/2023","189.70","205.40","206.60","189.00","22.61M","-8.53%"
"02/20/2023","207.40","208.40","210.80","206.60","5.99M","-1.52%"
"02/17/2023","210.60","213.00","215.80","209.40","6.86M","-0.94%"
"02/16/2023","212.60","205.00","217.60","204.60","13.55M","5.25%"
"02/15/2023","202.00","205.00","206.20","199.80","8.23M","-0.79%"
"02/14/2023","203.60","205.60","205.80","201.60","9.10M","-1.83%"
"02/13/2023","207.40","200.40","208.60","199.30","16.38M","-1.43%"
"02/10/2023","210.40","217.00","219.00","208.80","12.44M","-6.32%"
"02/09/2023","224.60","217.00","225.00","216.00","6.53M","2.46%"
"02/08/2023","219.20","223.40","225.00","218.20","5.73M","-1.53%"
"02/07/2023","222.60","223.00","226.20","220.40","4.72M","0.00%"
"02/06/2023","222.60","222.00","223.60","218.60","6.72M","-3.55%"
"02/03/2023","230.80","228.60","233.80","227.00","6.68M","-2.37%"
"02/02/2023","236.40","240.80","242.60","235.40","5.79M","-0.67%"
"02/01/2023","238.00","232.40","238.00","230.00","8.01M","2.76%"
"01/31/2023","231.60","238.00","239.00","228.20","9.23M","-2.44%"
"01/30/2023","237.40","246.40","249.00","236.20","10.77M","-5.57%"
"01/27/2023","251.40","250.20","251.40","246.20","5.56M","2.44%"
"01/26/2023","245.40","244.60","245.40","240.00","6.19M","2.76%"
"01/20/2023","238.80","235.00","240.80","233.80","6.49M","3.02%"
"01/19/2023","231.80","228.40","234.60","227.20","6.77M","-1.53%"
"01/18/2023","235.40","232.20","235.40","226.20","10.61M","-1.75%"
"01/17/2023","239.60","241.00","243.60","234.60","8.09M","-1.72%"
"01/16/2023","243.80","249.80","250.20","240.40","5.13M","-1.77%"
"01/13/2023","248.20","248.20","249.20","239.20","6.45M","0.32%"
"01/12/2023","247.40","247.00","250.00","241.20","9.99M","0.32%"
"01/11/2023","246.60","246.60","252.40","244.20","8.16M","-1.36%"
"01/10/2023","250.00","248.00","251.00","244.40","5.86M","0.00%"
"01/09/2023","250.00","250.00","253.20","246.40","8.86M","0.00%"
"01/06/2023","250.00","251.00","254.20","246.20","11.14M","1.05%"
"01/05/2023","247.40","258.00","258.60","245.00","13.06M","2.66%"
"01/04/2023","241.00","227.20","241.00","224.80","11.84M","7.21%"
"01/03/2023","224.80","213.00","226.00","211.60","6.89M","2.09%"
"12/30/2022","220.20","224.00","225.20","218.40","4.08M","1.01%"
"12/29/2022","218.00","218.80","220.40","214.40","9.22M","-5.38%"
"12/28/2022","230.40","229.00","233.60","228.60","6.40M","1.14%"
"12/23/2022","227.80","225.60","230.00","224.00","3.87M","-2.06%"
"12/22/2022","232.60","227.80","234.40","227.20","6.25M","6.21%"
"12/21/2022","219.00","220.60","223.60","216.60","4.68M","-0.64%"
"12/20/2022","220.40","221.40","224.40","216.20","5.00M","-1.69%"
"12/19/2022","224.20","226.80","234.20","222.80","5.12M","-0.36%"
"12/16/2022","225.00","221.60","230.60","218.60","6.74M","1.53%"
"12/15/2022","221.60","227.00","227.00","220.40","6.68M","-2.81%"
"12/14/2022","228.00","227.00","231.80","225.20","8.43M","0.00%"
"12/13/2022","228.00","225.60","233.00","223.80","6.97M","-0.87%"
"12/12/2022","230.00","226.60","232.60","226.20","7.40M","-2.87%"
"12/09/2022","236.80","236.00","241.00","233.60","9.42M","1.20%"
"12/08/2022","234.00","225.60","236.60","224.20","7.07M","5.50%"
"12/07/2022","221.80","236.20","240.20","221.40","10.43M","-5.94%"
"12/06/2022","235.80","231.80","239.40","230.20","11.40M","-2.40%"
"12/05/2022","241.60","232.00","242.00","226.60","14.88M","11.23%"
"12/02/2022","217.20","219.20","221.20","213.00","8.55M","0.09%"
"12/01/2022","217.00","224.00","229.20","216.20","13.44M","-0.82%"
"11/30/2022","218.80","205.60","220.00","205.00","16.74M","3.80%"
"11/29/2022","210.80","198.00","211.80","195.50","13.45M","10.89%"
"11/28/2022","190.10","185.00","193.40","182.80","9.20M","-4.33%"
"11/25/2022","198.70","199.40","199.80","194.50","5.24M","-0.65%"
"11/24/2022","200.00","205.00","206.80","195.00","6.82M","-2.06%"
"11/23/2022","204.20","198.30","206.60","197.60","6.95M","3.34%"
"11/22/2022","197.60","206.80","207.00","194.00","9.70M","-4.36%"
"11/21/2022","206.60","210.00","212.80","203.60","10.76M","-5.23%"
"11/18/2022","218.00","225.60","228.60","213.40","10.34M","3.61%"
"11/17/2022","210.40","212.60","213.80","203.40","6.97M","-1.13%"
"11/16/2022","212.80","210.00","215.80","207.00","10.44M","-2.12%"
"11/15/2022","217.40","198.70","219.00","198.30","16.11M","8.27%"
"11/14/2022","200.80","210.80","211.00","197.10","19.56M","4.31%"
"11/11/2022","192.50","183.00","196.00","179.80","15.93M","16.10%"
"11/10/2022","165.80","168.00","168.00","164.20","6.52M","-3.66%"
"11/09/2022","172.10","178.20","180.50","170.20","8.03M","-3.42%"
"11/08/2022","178.20","175.90","180.90","173.70","11.94M","0.68%"
"11/07/2022","177.00","170.00","182.40","167.80","15.45M","3.15%"
"11/04/2022","171.60","158.00","177.80","158.00","21.31M","12.52%"
"11/03/2022","152.50","156.00","159.30","151.50","7.19M","-5.63%"
"11/02/2022","161.60","155.50","162.50","151.20","12.87M","2.73%"
"11/01/2022","157.30","149.50","160.00","147.00","14.49M","8.41%"
"10/31/2022","145.10","145.20","151.20","142.60","11.11M","-1.02%"
"10/28/2022","146.60","156.70","156.70","144.50","13.04M","-6.68%"
"10/27/2022","157.10","161.40","164.40","155.90","15.64M","5.86%"
"10/26/2022","148.40","147.90","153.50","145.60","15.55M","-0.34%"
"10/25/2022","148.90","143.90","153.70","139.20","21.97M","5.01%"
"10/24/2022","141.80","156.00","157.50","138.90","26.06M","-13.17%"
"10/21/2022","163.30","167.60","167.60","163.00","9.59M","0.80%"
"10/20/2022","162.00","160.90","164.10","158.00","13.04M","-3.80%"
"10/19/2022","168.40","175.00","176.50","168.40","6.86M","-5.55%"
"10/18/2022","178.30","176.10","179.10","171.80","8.27M","3.72%"
"10/17/2022","171.90","168.20","174.00","164.10","12.61M","-1.66%"
"10/14/2022","174.80","179.00","182.50","173.60","8.00M","-1.02%"
"10/13/2022","176.60","184.30","184.80","176.60","5.83M","-4.70%"
"10/12/2022","185.30","182.70","191.70","178.30","8.40M","1.59%"
"10/11/2022","182.40","188.00","189.10","181.00","7.74M","-5.00%"
"10/10/2022","192.00","194.10","195.40","190.00","6.16M","-3.71%"
"10/07/2022","199.40","203.80","204.40","198.40","5.42M","-3.58%"
"10/06/2022","206.80","211.00","211.00","205.60","6.47M","-2.91%"
"10/05/2022","213.00","204.20","215.80","203.40","11.18M","10.13%"
"10/03/2022","193.40","196.50","198.20","191.00","5.42M","-2.62%"
"09/30/2022","198.60","204.00","205.40","195.80","8.03M","-1.68%"
"09/29/2022","202.00","207.20","209.60","199.90","7.02M","0.50%"
"09/28/2022","201.00","206.80","206.80","200.00","7.96M","-5.63%"
"09/27/2022","213.00","209.60","214.00","206.80","5.66M","1.43%"
"09/26/2022","210.00","202.80","211.60","202.20","5.82M","2.44%"
"09/23/2022","205.00","212.20","212.40","204.20","4.96M","-3.39%"
"09/22/2022","212.20","211.00","213.60","208.80","4.92M","-2.84%"
"09/21/2022","218.40","223.00","223.00","217.40","4.22M","-2.93%"
"09/20/2022","225.00","220.80","227.00","220.80","5.21M","3.50%"
"09/19/2022","217.40","219.00","220.60","216.80","7.19M","-2.51%"
"09/16/2022","223.00","223.40","227.60","222.20","7.14M","-1.68%"
"09/15/2022","226.80","223.20","227.80","221.80","6.68M","1.43%"
"09/14/2022","223.60","225.40","226.60","220.80","11.55M","-4.20%"
"09/13/2022","233.40","242.00","242.00","233.00","8.36M","-4.11%"
"09/09/2022","243.40","236.60","244.80","234.20","5.24M","3.49%"
"09/08/2022","235.20","234.60","239.00","234.00","4.58M","0.60%"
"09/07/2022","233.80","232.00","235.20","230.00","4.67M","-1.18%"
"09/06/2022","236.60","239.00","240.20","233.20","3.38M","-0.08%"
"09/05/2022","236.80","239.00","239.00","233.20","6.53M","-2.95%"
"09/02/2022","244.00","246.60","248.80","241.00","10.02M","-0.41%"
"09/01/2022","245.00","246.00","249.20","243.00","7.85M","-0.73%"
"08/31/2022","246.80","241.80","254.20","240.20","22.83M","-0.08%"
"08/30/2022","247.00","247.80","247.80","240.60","7.26M","0.82%"
"08/29/2022","245.00","246.20","249.00","242.40","6.98M","-1.37%"
"08/26/2022","248.40","252.00","254.60","245.80","13.44M","0.89%"
"08/25/2022","246.20","230.00","247.60","228.40","12.63M","11.00%"
"08/24/2022","221.80","227.20","230.00","220.60","9.59M","0.18%"
"08/23/2022","221.40","218.80","222.20","218.60","6.58M","1.19%"
"08/22/2022","218.80","213.20","221.80","213.20","5.99M","0.74%"
"08/19/2022","217.20","213.20","219.40","213.20","5.20M","-0.18%"
"08/18/2022","217.60","223.00","223.00","215.20","4.90M","-2.51%"
"08/17/2022","223.20","224.80","226.60","221.40","3.83M","0.90%"
"08/16/2022","221.20","227.00","229.00","217.40","6.43M","-0.45%"
"08/15/2022","222.20","221.20","227.40","220.60","3.56M","-0.18%"
"08/12/2022","222.60","223.00","225.20","219.60","6.26M","0.63%"
"08/11/2022","221.20","217.60","221.80","216.00","8.81M","1.28%"
"08/10/2022","218.40","224.00","225.60","212.60","8.82M","-4.46%"
"08/09/2022","228.60","231.60","234.60","228.00","8.42M","-3.71%"
"08/08/2022","237.40","241.60","243.00","236.00","5.62M","-3.26%"
"08/05/2022","245.40","249.00","249.00","242.80","4.35M","-0.24%"
"08/04/2022","246.00","239.80","247.00","238.40","7.48M","5.49%"
"08/03/2022","233.20","234.40","237.40","231.00","4.77M","2.19%"
"08/02/2022","228.20","231.60","231.60","223.20","7.90M","-2.89%"
"08/01/2022","235.00","230.00","237.60","228.40","6.17M","0.51%"
"07/29/2022","233.80","249.00","249.00","231.40","8.71M","-4.57%"
"07/28/2022","245.00","248.80","249.20","244.00","5.02M","-1.53%"
"07/27/2022","248.80","247.20","249.20","246.00","3.89M","-1.03%"
"07/26/2022","251.40","250.00","253.60","247.60","5.69M","1.78%"
"07/25/2022","247.00","243.80","248.00","242.80","5.23M","0.00%"
"07/22/2022","247.00","250.00","251.20","246.00","3.60M","-0.16%"
"07/21/2022","247.40","246.80","249.80","243.20","6.17M","0.73%"
"07/20/2022","245.60","247.40","251.60","245.60","5.98M","1.91%"
"07/19/2022","241.00","243.40","245.60","239.00","3.75M","-1.23%"
"07/18/2022","244.00","238.40","246.60","234.60","5.56M","3.13%"
"07/15/2022","236.60","241.80","243.40","236.00","4.38M","-3.03%"
"07/14/2022","244.00","242.00","248.80","241.40","7.91M","2.69%"
"07/13/2022","237.60","237.60","243.80","236.20","8.37M","2.95%"
"07/12/2022","230.80","234.00","236.00","228.80","7.91M","-1.79%"
"07/11/2022","235.00","238.80","240.00","233.00","8.86M","-4.39%"
"07/08/2022","245.80","248.00","249.80","244.40","6.62M","-0.57%"
"07/07/2022","247.20","242.60","249.80","239.00","10.36M","-1.12%"
"07/06/2022","250.00","251.40","254.20","245.00","9.61M","-3.92%"
"07/05/2022","260.20","265.00","269.80","259.00","5.33M","-0.69%"
"07/04/2022","262.00","253.00","263.60","251.20","7.55M","3.64%"
"06/30/2022","252.80","252.00","256.80","249.40","8.12M","0.56%"
"06/29/2022","251.40","252.60","256.20","248.40","10.33M","-3.08%"
"06/28/2022","259.40","258.60","264.80","251.20","16.02M","-2.26%"
"06/27/2022","265.40","253.60","275.20","253.60","18.53M","6.24%"
"06/24/2022","249.80","247.00","252.60","243.40","10.72M","2.55%"
"06/23/2022","243.60","244.00","247.60","238.40","8.91M","1.16%"
"06/22/2022","240.80","249.80","251.40","238.40","12.33M","-6.23%"
"06/21/2022","256.80","254.40","257.40","250.40","8.50M","0.94%"
"06/20/2022","254.40","258.00","258.00","243.20","16.46M","-2.60%"
"06/17/2022","261.20","245.20","261.40","244.20","58.70M","6.09%"
"06/16/2022","246.20","259.20","259.20","242.40","15.69M","-1.68%"
"06/15/2022","250.40","249.80","253.40","248.40","11.08M","3.81%"
"06/14/2022","241.20","234.00","245.40","233.40","13.09M","0.84%"
"06/13/2022","239.20","237.80","246.60","237.20","20.69M","-4.63%"
"06/10/2022","250.80","239.20","252.80","236.20","27.22M","0.72%"
"06/09/2022","249.00","259.00","262.00","244.20","19.85M","-2.05%"
"06/08/2022","254.20","243.00","257.00","242.20","26.01M","6.45%"
"06/07/2022","238.80","242.00","244.60","236.40","17.53M","3.02%"
"06/06/2022","231.80","229.20","233.00","223.00","14.58M","4.70%"
"06/02/2022","221.40","220.20","224.00","216.80","11.39M","-1.25%"
"06/01/2022","224.20","223.20","226.80","220.00","12.87M","-0.80%"
"05/31/2022","226.00","222.20","230.80","218.80","25.20M","1.44%"
"05/30/2022","222.80","214.00","223.40","213.40","17.28M","6.91%"
"05/27/2022","208.40","207.20","209.00","205.40","12.18M","5.57%"
"05/26/2022","197.40","199.50","199.50","193.70","7.49M","-0.60%"
"05/25/2022","198.60","197.20","200.60","196.10","9.78M","-1.49%"
"05/24/2022","201.60","208.60","213.60","200.20","17.94M","-5.26%"
"05/23/2022","212.80","210.60","217.80","209.40","18.77M","0.57%"
"05/20/2022","211.60","206.80","214.60","206.60","14.98M","5.91%"
"05/19/2022","199.80","198.90","202.80","195.50","13.92M","-3.69%"
"05/18/2022","207.46","208.24","209.21","200.42","15.14M","-1.12%"
"05/17/2022","209.80","200.42","212.14","198.66","15.92M","7.40%"
"05/16/2022","195.34","200.23","204.13","193.39","8.21M","0.20%"
"05/13/2022","194.95","191.63","196.71","191.44","14.05M","3.96%"
"05/12/2022","187.53","194.37","196.13","184.99","22.28M","-7.78%"
"05/11/2022","203.35","199.25","211.56","197.49","20.04M","0.10%"
"05/10/2022","203.16","194.66","206.28","194.66","27.48M","-8.21%"
"05/06/2022","221.32","225.62","228.94","218.39","11.12M","-6.21%"
"05/05/2022","235.98","240.47","243.59","232.65","10.53M","0.83%"
"05/04/2022","234.02","238.32","240.27","232.46","7.62M","-4.08%"
"05/03/2022","243.98","245.16","252.77","236.37","17.50M","-5.95%"
"04/29/2022","259.42","221.71","279.34","217.42","26.93M","15.68%"
"04/28/2022","224.25","223.08","225.04","217.61","10.91M","4.46%"
"04/27/2022","214.68","207.46","215.85","206.28","11.60M","3.58%"
"04/26/2022","207.26","205.31","216.24","204.52","12.38M","5.68%"
"04/25/2022","196.13","199.05","201.79","195.15","9.00M","-3.65%"
"04/22/2022","203.55","191.44","204.91","190.65","8.84M","0.97%"
"04/21/2022","201.60","206.09","208.82","197.30","10.55M","-6.52%"
"04/20/2022","215.66","214.88","220.35","214.10","3.74M","-0.63%"
"04/19/2022","217.03","216.83","224.06","215.27","8.67M","-1.86%"
"04/14/2022","221.13","224.65","225.43","219.96","7.57M","-0.61%"
"04/13/2022","222.50","218.20","226.60","216.64","12.68M","1.61%"
"04/12/2022","218.98","215.07","223.86","212.93","11.33M","4.09%"
"04/11/2022","210.38","215.85","217.03","208.63","8.80M","-3.15%"
"04/08/2022","217.22","217.42","220.15","213.32","8.40M","-2.11%"
"04/07/2022","221.91","224.84","231.87","220.15","8.36M","-3.24%"
"04/06/2022","229.33","228.75","232.07","227.38","11.12M","-4.79%"
"04/04/2022","240.86","229.53","243.01","227.77","13.08M","7.69%"
"04/01/2022","223.67","221.13","223.67","216.44","10.31M","-2.14%"
"03/31/2022","228.55","232.46","232.65","224.84","10.95M","-1.68%"
"03/30/2022","232.46","238.32","242.81","232.46","24.65M","-0.17%"
"03/29/2022","232.85","222.69","234.80","219.96","31.99M","6.05%"
"03/28/2022","219.57","217.81","222.11","207.06","38.31M","-1.75%"
"03/25/2022","223.47","226.79","235.98","217.81","17.06M","-5.30%"
"03/24/2022","235.98","243.20","247.70","234.22","8.96M","-4.13%"
"03/23/2022","246.13","252.97","256.88","244.18","10.00M","-0.71%"
"03/22/2022","247.89","237.34","251.21","235.58","11.61M","6.19%"
"03/21/2022","233.44","244.57","246.72","229.53","12.00M","-1.97%"
"03/18/2022","238.12","235.39","245.16","224.65","17.39M","-4.17%"
"03/17/2022","248.48","246.52","259.42","231.09","34.12M","15.85%"
"03/16/2022","214.49","177.57","216.64","173.66","32.92M","35.64%"
"03/15/2022","158.13","166.04","175.03","156.37","25.05M","-10.06%"
"03/14/2022","175.81","186.36","187.04","173.46","27.11M","-14.77%"
"03/11/2022","206.28","203.16","211.56","190.75","23.28M","-11.04%"
"03/10/2022","231.87","239.10","241.45","226.79","7.98M","1.02%"
"03/09/2022","229.53","225.62","231.48","218.79","11.86M","2.00%"
"03/08/2022","225.04","234.22","237.34","222.50","12.62M","-6.72%"
"03/07/2022","241.25","240.27","247.30","234.61","15.72M","-5.87%"
"03/04/2022","256.29","256.49","260.98","254.92","16.07M","-8.32%"
"03/03/2022","279.54","275.43","280.90","275.24","6.84M","0.42%"
"03/02/2022","278.36","283.25","284.81","277.58","4.93M","-0.97%"
"03/01/2022","281.10","275.43","283.83","274.26","6.54M","3.08%"
"02/28/2022","272.70","276.41","276.41","268.01","8.13M","1.23%"
"02/25/2022","269.38","269.77","272.31","267.42","5.01M","1.70%"
