Date,Open,High,Low,Close,Adj Close,Volume
2021-12-06,44.810001,44.830002,44.430000,44.490002,43.305450,4270646
2021-12-07,44.660000,45.105000,44.299999,44.439999,43.256779,5092649
2021-12-08,44.895000,45.119999,44.549999,44.599998,43.412521,5591581
2021-12-09,44.130001,44.180000,43.700001,44.029999,42.857697,3996704
2021-12-10,44.279999,44.349998,43.730000,44.150002,42.974503,4575450
2021-12-13,43.220001,43.345001,42.700001,42.830002,41.689648,4141180
2021-12-14,42.689999,43.345001,42.590000,42.680000,41.543640,4931628
2021-12-15,42.580002,42.965000,42.035000,42.830002,41.689648,4013304
2021-12-16,43.110001,43.529999,42.825001,42.860001,41.718849,4744518
2021-12-17,42.680000,42.750000,42.095001,42.110001,40.988819,5935715
2021-12-20,41.689999,41.950001,41.230000,41.930000,40.813614,4125955
2021-12-21,42.389999,43.174999,42.389999,43.049999,41.903793,4630759
2021-12-22,43.000000,43.630001,42.759998,43.520000,42.361275,3264642
2021-12-23,44.000000,44.430000,43.779999,43.840000,42.672756,3037950
2021-12-27,43.660000,44.340000,43.314999,44.330002,43.149712,2860791
2021-12-28,44.189999,44.450001,43.849998,44.020000,42.847965,3656423
2021-12-29,43.970001,44.209999,43.680000,43.680000,42.517014,3319381
2021-12-30,43.919998,44.070000,43.389999,43.400002,42.244473,3539821
2021-12-31,43.700001,43.799999,43.250000,43.400002,42.244473,2348383
2022-01-03,44.040001,44.730000,43.959999,44.639999,43.451454,7286049
2022-01-04,45.950001,46.270000,45.825001,45.970001,44.746044,6062476
2022-01-05,46.720001,46.945000,45.970001,45.990002,44.765514,5352739
2022-01-06,47.000000,47.060001,46.334999,46.740002,45.495544,5412441
2022-01-07,46.820000,47.320000,46.490002,47.270000,46.011433,4616054
2022-01-10,47.419998,47.650002,46.705002,47.009998,45.758354,4283586
2022-01-11,47.349998,48.520000,47.180000,48.490002,47.198948,5288449
2022-01-12,49.299999,49.520000,49.020000,49.299999,47.987381,5405231
2022-01-13,49.490002,49.720001,49.084999,49.240002,47.928982,4097965
2022-01-14,49.410000,50.110001,49.380001,50.049999,48.717415,5490115
2022-01-18,51.000000,51.270000,50.314999,50.950001,49.593452,6091297
2022-01-19,51.200001,51.279999,50.389999,50.799999,49.447441,4590968
2022-01-20,49.549999,50.410000,49.480000,49.490002,48.172325,5513072
2022-01-21,48.880001,49.060001,48.369999,48.650002,47.354691,6755567
2022-01-24,47.250000,48.040001,46.369999,48.000000,46.721996,6992372
2022-01-25,48.240002,50.000000,47.700001,49.740002,48.415668,5846684
2022-01-26,51.270000,51.689999,50.584999,50.910000,49.554516,6747433
2022-01-27,51.799999,52.090000,50.650002,51.110001,49.749191,6007013
2022-01-28,50.900002,51.200001,50.305000,51.040001,49.681057,6757736
2022-01-31,50.599998,51.400002,50.320000,51.400002,50.031471,752914
2022-02-01,51.590000,52.730000,51.473000,52.680000,51.277390,2426093
2022-02-02,52.759998,53.290001,52.340000,53.250000,51.832211,4255632
2022-02-03,53.090000,53.990002,52.680000,53.910000,52.474640,5748489
2022-02-04,54.770000,55.279999,54.630001,55.099998,53.632957,6047876
2022-02-07,55.730000,56.130001,55.310001,55.709999,54.226715,4494406
2022-02-08,55.380001,55.459999,53.980000,54.650002,53.194939,4771449
2022-02-09,54.419998,55.270000,54.279999,54.759998,53.302006,3097417
2022-02-10,54.040001,55.250000,54.029999,54.520000,53.068401,5972711
2022-02-11,54.849998,55.730000,54.725899,55.209999,53.740028,4016099
2022-02-14,54.380001,54.580002,53.709999,54.380001,52.932133,4360596
2022-02-15,52.830002,53.730000,52.590000,53.470001,52.046360,3848897
2022-02-16,54.480000,55.020000,53.974998,54.040001,52.601177,4217901
2022-02-17,53.820000,54.000000,53.130001,53.630001,52.202099,2709933
2022-02-18,53.240002,53.490002,52.830002,53.240002,51.822479,2874787
2022-02-22,53.650002,53.900002,52.090000,52.669998,51.267654,3382529
2022-02-23,52.959999,53.163502,52.400002,52.630001,51.228722,3805490
2022-02-24,53.490002,53.709999,50.680000,51.590000,50.216408,7017532
2022-02-25,52.860001,54.340000,52.779999,54.209999,52.766655,5797722
2022-02-28,52.169998,53.330002,51.630001,52.389999,50.995110,8833744
2022-03-01,52.200001,52.950001,51.293201,51.770000,50.391617,10689738
2022-03-02,54.490002,55.119999,54.160000,54.619999,53.165733,9763061
2022-03-03,52.849998,53.200001,51.182701,51.349998,49.982803,6765820
2022-03-04,50.200001,50.369999,48.270000,49.389999,48.074986,8464598
2022-03-07,52.200001,52.509998,50.700001,51.560001,50.187210,8597885
2022-03-08,53.029999,53.799999,51.240002,52.939999,51.530464,8842615
2022-03-09,52.750000,53.000000,51.459999,51.709999,50.333214,6690657
2022-03-10,51.619999,51.970001,51.090000,51.689999,50.313747,4356648
2022-03-11,51.320000,51.740002,50.770000,50.930000,49.573982,3223905
2022-03-14,50.595001,52.209999,49.660000,49.959999,48.629810,4286894
2022-03-15,49.669998,50.669998,49.080002,50.349998,49.009426,5137068
2022-03-16,50.200001,50.389999,49.529999,50.230000,48.892624,4438390
2022-03-17,50.900002,51.889999,50.630001,51.869999,50.488956,4129320
2022-03-18,50.869999,51.439999,50.380001,51.160000,49.797859,4219642
2022-03-21,52.700001,53.509998,52.680000,53.439999,52.017155,6035040
2022-03-22,53.689999,53.689999,52.959999,53.070000,51.657005,3774836
2022-03-23,54.480000,55.150002,54.321701,54.740002,53.282543,6422804
2022-03-24,55.200001,55.490002,54.700001,55.020000,53.555088,3481585
2022-03-25,54.970001,55.930000,54.950001,55.590000,54.109913,3382397
2022-03-28,54.639999,54.730000,53.840000,53.980000,52.542778,4470739
2022-03-29,53.380001,53.584999,52.720001,53.450001,52.026890,4367057
2022-03-30,54.990002,55.650002,54.950001,55.610001,54.129379,6248280
2022-03-31,55.419998,55.759998,54.919998,54.930000,53.467484,4847557
2022-04-01,54.950001,55.730000,54.810001,55.720001,54.236454,2749935
2022-04-04,55.820000,55.990002,55.150002,55.820000,54.333786,4195180
2022-04-05,55.490002,55.869999,54.790001,54.910000,53.448017,4109512
2022-04-06,55.720001,55.939999,54.959999,55.299999,53.827633,4454857
2022-04-07,55.020000,55.450001,54.189999,55.419998,53.944435,4027549
2022-04-08,55.610001,56.474998,55.599998,56.090000,54.596600,5355716
2022-04-11,56.090000,56.130001,55.029999,55.320000,53.847103,3854997
2022-04-12,56.240002,56.730000,55.720001,55.990002,54.499264,4915839
2022-04-13,57.000000,57.209999,56.570000,57.040001,55.521305,5328023
2022-04-14,57.040001,57.474998,56.879799,57.110001,55.589443,4069957
2022-04-18,57.250000,57.770000,56.830002,57.330002,55.803585,3278359
2022-04-19,57.889999,58.680000,57.730000,58.090000,56.543346,5836152
2022-04-20,57.750000,57.990002,57.430000,57.869999,56.329205,3312228
2022-04-21,57.880001,58.178600,56.580002,56.709999,55.200089,4190512
2022-04-22,56.540001,56.980000,55.224998,55.490002,54.012577,4946514
2022-04-25,53.700001,54.090000,52.240002,53.779999,52.348103,6266597
2022-04-26,53.130001,54.090000,52.849998,53.049999,51.637539,6852016
2022-04-27,53.259998,54.049999,52.799999,53.799999,52.367569,4166169
2022-04-28,54.430000,55.090000,53.700001,54.970001,53.506416,3690420
2022-04-29,54.580002,54.880001,53.275002,53.430000,52.007420,4846395
2022-05-02,52.779999,53.785000,52.310001,53.730000,52.299431,5134073
2022-05-03,54.680000,55.770000,54.590000,55.639999,54.158577,5157360
2022-05-04,56.259998,57.080002,55.490002,56.970001,55.453167,4293698
2022-05-05,57.400002,57.560001,55.860001,56.939999,55.423965,5112479
2022-05-06,57.340000,57.720001,56.419998,57.700001,56.163731,4531795
2022-05-09,55.959999,56.000000,54.200001,54.349998,52.902924,6491645
2022-05-10,54.959999,55.750000,54.049999,54.939999,53.477215,5537659
2022-05-11,56.360001,57.330002,55.709999,55.869999,54.382454,4008574
2022-05-12,55.099998,55.279999,54.380001,55.220001,53.749763,4931857
2022-05-13,55.529999,56.820000,55.529999,56.700001,55.190361,3838356
2022-05-16,56.849998,58.230000,56.730000,58.060001,56.514149,5929102
2022-05-17,58.630001,58.860001,58.200001,58.540001,56.981369,5860757
2022-05-18,59.450001,59.719101,58.139999,58.419998,56.864563,7162156
