"Date","Price","Open","High","Low","Vol.","Change %"
"04/05/2023","23.13","23.69","23.70","22.93","6.15M","-2.94%"
"04/04/2023","23.83","23.94","24.20","23.56","4.12M","-2.01%"
"04/03/2023","24.32","25.00","25.16","23.97","6.86M","-2.53%"
"03/31/2023","24.95","25.13","25.29","24.91","4.23M","-1.46%"
"03/30/2023","25.32","24.90","25.45","24.71","7.12M","1.69%"
"03/29/2023","24.90","25.00","25.07","24.53","8.32M","0.61%"
"03/28/2023","24.75","24.00","25.10","23.95","7.63M","6.64%"
"03/27/2023","23.21","23.10","23.43","22.93","2.30M","-0.73%"
"03/24/2023","23.38","23.00","23.50","23.00","2.22M","-1.35%"
"03/23/2023","23.70","23.75","24.11","23.38","5.02M","1.85%"
"03/22/2023","23.27","23.89","23.89","23.19","4.78M","-1.10%"
"03/21/2023","23.53","23.25","24.07","23.25","5.31M","3.02%"
"03/20/2023","22.84","21.76","23.52","21.66","5.91M","1.11%"
"03/17/2023","22.59","22.67","23.08","22.01","13.59M","2.78%"
"03/16/2023","21.98","21.30","22.11","21.18","6.08M","2.95%"
"03/15/2023","21.35","21.38","21.55","20.80","7.73M","-2.91%"
"03/14/2023","21.99","22.06","22.17","21.53","4.51M","-1.30%"
"03/13/2023","22.28","21.72","22.50","21.56","8.45M","4.26%"
"03/10/2023","21.37","21.22","21.73","20.86","7.37M","-0.28%"
"03/09/2023","21.43","21.80","21.92","21.10","12.58M","-3.86%"
"03/08/2023","22.29","23.00","23.05","21.82","12.06M","-5.51%"
"03/07/2023","23.59","24.35","24.40","23.34","7.73M","-5.64%"
"03/06/2023","25.00","25.11","25.23","24.73","4.63M","-0.40%"
"03/03/2023","25.10","25.06","25.31","24.91","4.98M","-0.87%"
"03/02/2023","25.32","24.63","25.36","24.43","9.17M","3.30%"
"03/01/2023","24.51","25.00","25.08","23.74","12.19M","3.81%"
"02/28/2023","23.61","23.30","24.00","23.00","12.15M","1.33%"
"02/27/2023","23.30","24.36","24.44","22.85","13.61M","0.30%"
"02/24/2023","23.23","23.38","23.62","23.06","7.08M","-3.89%"
"02/23/2023","24.17","24.34","24.37","23.56","4.11M","2.03%"
"02/22/2023","23.69","23.99","24.23","23.40","4.74M","-2.51%"
"02/21/2023","24.30","24.09","24.58","23.90","5.02M","1.08%"
"02/17/2023","24.04","24.13","24.43","23.70","4.19M","-2.83%"
"02/16/2023","24.74","24.97","25.31","24.69","4.30M","-2.56%"
"02/15/2023","25.39","24.95","25.42","24.30","7.69M","-0.98%"
"02/14/2023","25.64","24.67","25.73","24.30","7.33M","2.72%"
"02/13/2023","24.96","24.52","25.95","24.40","10.42M","4.65%"
"02/10/2023","23.85","23.89","24.13","23.45","8.97M","-5.51%"
"02/09/2023","25.24","26.38","26.54","24.92","6.82M","0.28%"
"02/08/2023","25.17","25.66","25.80","24.86","4.54M","-1.14%"
"02/07/2023","25.46","25.53","25.91","24.60","5.16M","1.76%"
"02/06/2023","25.02","24.89","25.73","24.29","6.49M","-0.24%"
"02/03/2023","25.08","25.61","26.18","25.08","6.09M","-5.96%"
"02/02/2023","26.67","27.05","27.48","26.27","8.71M","1.25%"
"02/01/2023","26.34","26.42","26.93","25.73","10.45M","5.78%"
"01/31/2023","24.90","24.37","25.07","24.11","7.31M","1.59%"
"01/30/2023","24.51","24.00","24.88","23.43","8.41M","-1.84%"
"01/27/2023","24.97","24.92","26.08","24.53","10.96M","-0.99%"
"01/26/2023","25.22","24.08","25.28","23.98","11.55M","8.89%"
"01/25/2023","23.16","22.93","23.37","22.72","2.80M","-0.86%"
"01/24/2023","23.36","23.29","23.80","23.15","3.81M","-0.89%"
"01/23/2023","23.57","22.50","23.75","22.47","6.60M","6.84%"
"01/20/2023","22.06","21.86","22.75","21.54","6.21M","3.47%"
"01/19/2023","21.32","21.66","21.96","21.28","3.83M","0.28%"
"01/18/2023","21.26","22.22","22.46","21.11","4.98M","-2.74%"
"01/17/2023","21.86","21.93","22.01","21.22","7.57M","-2.80%"
"01/13/2023","22.49","21.96","22.80","21.87","8.22M","-0.75%"
"01/12/2023","22.66","22.52","22.69","21.59","7.02M","1.48%"
"01/11/2023","22.33","22.35","22.57","22.03","7.45M","-0.18%"
"01/10/2023","22.37","22.50","22.74","21.90","7.33M","1.50%"
"01/09/2023","22.04","21.51","22.42","21.48","9.71M","5.30%"
"01/06/2023","20.93","21.03","21.20","19.81","14.48M","-9.16%"
"01/05/2023","23.04","22.55","23.31","22.50","6.39M","0.26%"
"01/04/2023","22.98","21.75","23.11","21.44","10.70M","9.53%"
"01/03/2023","20.98","21.76","21.86","20.55","14.77M","2.84%"
"12/30/2022","20.40","19.49","20.45","19.44","9.67M","4.67%"
"12/29/2022","19.49","19.25","19.74","18.95","8.87M","5.75%"
"12/28/2022","18.43","18.90","19.24","17.90","9.10M","-0.59%"
"12/27/2022","18.54","18.36","18.72","18.02","8.49M","-1.23%"
"12/23/2022","18.77","20.37","20.37","18.54","8.86M","-8.13%"
"12/22/2022","20.43","21.26","21.57","19.88","6.87M","-1.78%"
"12/21/2022","20.80","20.33","21.00","19.68","7.18M","3.38%"
"12/20/2022","20.12","19.46","20.68","19.32","7.51M","0.40%"
"12/19/2022","20.04","20.89","20.89","19.26","7.93M","-2.00%"
"12/16/2022","20.45","21.14","21.75","20.42","10.50M","0.10%"
"12/15/2022","20.43","21.15","21.61","20.00","10.53M","0.74%"
"12/14/2022","20.28","21.16","21.22","19.95","8.71M","-0.29%"
"12/13/2022","20.34","21.47","21.50","19.86","18.65M","-1.83%"
"12/12/2022","20.72","20.52","21.53","20.32","11.84M","-1.89%"
"12/09/2022","21.12","22.56","22.77","20.96","19.88M","-12.37%"
"12/08/2022","24.10","23.88","24.41","23.62","14.89M","6.68%"
"12/07/2022","22.59","21.99","22.87","21.58","9.48M","-2.21%"
"12/06/2022","23.10","22.58","23.63","22.43","12.49M","4.48%"
"12/05/2022","22.11","24.03","24.20","21.46","16.07M","-2.94%"
"12/02/2022","22.78","20.93","23.50","20.80","21.07M","6.95%"
"12/01/2022","21.30","21.18","22.29","20.82","15.65M","-3.18%"
"11/30/2022","22.00","20.13","23.04","20.11","46.31M","18.73%"
"11/29/2022","18.53","18.11","18.84","17.80","11.24M","8.74%"
"11/28/2022","17.04","16.30","17.62","16.30","8.60M","1.37%"
"11/25/2022","16.81","16.95","16.97","16.22","3.98M","-3.00%"
"11/23/2022","17.33","17.20","17.83","16.97","7.37M","3.59%"
"11/22/2022","16.73","16.91","17.06","16.25","9.79M","-4.78%"
"11/21/2022","17.57","17.46","17.58","16.78","5.88M","-1.73%"
"11/18/2022","17.88","18.09","18.19","17.65","5.72M","-2.61%"
"11/17/2022","18.36","17.23","18.39","16.96","10.99M","3.32%"
"11/16/2022","17.77","18.45","18.61","17.56","8.23M","-6.18%"
"11/15/2022","18.94","19.05","19.63","18.73","12.15M","5.46%"
"11/14/2022","17.96","18.84","19.49","17.96","10.69M","-5.32%"
"11/11/2022","18.97","18.23","19.41","17.65","14.22M","8.96%"
"11/10/2022","17.41","18.02","18.34","17.07","14.26M","7.60%"
"11/09/2022","16.18","17.42","17.80","16.09","15.43M","-12.40%"
"11/08/2022","18.47","17.58","18.53","17.40","9.95M","1.71%"
"11/07/2022","18.16","19.05","19.39","18.05","13.58M","-0.82%"
"11/04/2022","18.31","18.90","19.21","17.67","21.86M","9.31%"
"11/03/2022","16.75","15.92","17.37","15.88","18.66M","2.63%"
"11/02/2022","16.32","15.51","17.09","15.37","38.74M","12.09%"
"11/01/2022","14.56","15.02","15.15","13.97","21.37M","6.90%"
"10/31/2022","13.62","13.86","14.18","13.09","14.73M","-4.49%"
"10/28/2022","14.26","13.93","14.51","13.75","12.30M","-4.84%"
"10/27/2022","14.98","15.32","15.37","14.64","14.48M","-7.90%"
"10/26/2022","16.27","15.87","16.57","15.58","12.80M","2.33%"
"10/25/2022","15.90","15.37","16.35","15.15","20.49M","8.31%"
"10/24/2022","14.68","16.11","16.11","12.52","37.18M","-17.39%"
"10/21/2022","17.77","16.90","17.89","16.61","7.58M","2.72%"
"10/20/2022","17.30","17.28","17.76","17.15","12.26M","2.98%"
"10/19/2022","16.80","18.18","18.18","16.54","14.37M","-11.21%"
"10/18/2022","18.92","19.45","19.69","18.84","6.08M","-0.16%"
"10/17/2022","18.95","19.20","19.41","18.51","11.70M","1.23%"
"10/14/2022","18.72","20.05","20.25","18.65","7.81M","-6.59%"
"10/13/2022","20.04","19.26","20.27","19.09","9.12M","-1.72%"
"10/12/2022","20.39","20.48","21.18","19.92","12.03M","3.61%"
"10/11/2022","19.68","19.42","20.49","18.46","19.37M","3.58%"
"10/10/2022","19.00","19.62","19.62","18.43","10.80M","-2.91%"
"10/07/2022","19.57","20.45","20.47","19.33","15.47M","-6.59%"
"10/06/2022","20.95","23.87","24.02","20.68","25.64M","-12.34%"
"10/05/2022","23.90","24.65","24.98","23.50","7.19M","-2.85%"
"10/04/2022","24.60","24.39","25.43","24.31","6.63M","4.86%"
"10/03/2022","23.46","23.31","23.97","22.82","5.97M","1.96%"
"09/30/2022","23.01","22.54","23.58","22.20","5.97M","-1.54%"
"09/29/2022","23.37","24.05","24.26","22.80","7.73M","-6.14%"
"09/28/2022","24.90","24.67","25.60","24.33","9.84M","-3.19%"
"09/27/2022","25.72","26.63","27.00","25.54","9.71M","-2.54%"
"09/26/2022","26.39","25.20","27.10","25.10","15.89M","5.56%"
"09/23/2022","25.00","23.89","25.10","23.67","13.28M","3.18%"
"09/22/2022","24.23","24.41","25.40","24.17","18.11M","4.89%"
"09/21/2022","23.10","24.32","24.69","22.90","9.47M","-8.84%"
"09/20/2022","25.34","25.50","25.74","25.07","5.20M","0.44%"
"09/19/2022","25.23","23.85","25.30","23.74","7.16M","4.73%"
"09/16/2022","24.09","25.05","25.05","23.70","12.03M","-6.66%"
"09/15/2022","25.81","26.07","26.76","25.68","5.21M","-3.22%"
"09/14/2022","26.67","26.85","27.03","25.90","8.54M","-0.49%"
"09/13/2022","26.80","25.44","28.07","25.25","17.04M","2.84%"
"09/12/2022","26.06","26.72","26.80","25.25","9.70M","-1.03%"
"09/09/2022","26.33","26.76","27.23","26.23","7.97M","1.15%"
"09/08/2022","26.03","26.06","26.57","25.36","7.94M","-2.36%"
"09/07/2022","26.66","26.31","27.13","26.16","5.82M","0.83%"
"09/06/2022","26.44","26.48","27.08","26.00","7.40M","-0.53%"
"09/02/2022","26.58","27.31","27.36","26.26","9.12M","-4.73%"
"09/01/2022","27.90","27.68","28.38","27.19","10.38M","-3.02%"
"08/31/2022","28.77","29.26","29.57","28.39","6.82M","-0.10%"
"08/30/2022","28.80","29.25","29.39","28.23","6.31M","-1.06%"
"08/29/2022","29.11","30.00","30.55","29.06","5.21M","-3.93%"
"08/26/2022","30.30","31.84","32.15","30.21","7.57M","-2.48%"
"08/25/2022","31.07","30.76","31.64","29.92","8.93M","4.61%"
"08/24/2022","29.70","28.78","30.09","28.37","4.82M","1.16%"
"08/23/2022","29.36","30.36","30.36","28.85","8.12M","-4.83%"
"08/22/2022","30.85","30.00","31.53","29.83","8.40M","3.04%"
"08/19/2022","29.94","30.80","30.80","29.71","5.59M","-2.92%"
"08/18/2022","30.84","30.51","31.06","30.10","5.27M","-0.23%"
"08/17/2022","30.91","31.20","31.66","30.75","5.62M","-0.58%"
"08/16/2022","31.09","31.83","31.87","30.51","8.34M","-4.51%"
"08/15/2022","32.56","30.83","33.86","29.91","16.37M","0.22%"
"08/12/2022","32.49","31.47","32.60","31.23","6.38M","-0.67%"
"08/11/2022","32.71","32.09","33.45","31.72","9.75M","3.78%"
"08/10/2022","31.52","31.58","31.66","30.41","6.55M","2.11%"
"08/09/2022","30.87","32.17","32.45","30.24","13.99M","-7.02%"
"08/08/2022","33.20","34.11","34.14","32.94","6.22M","-1.28%"
"08/05/2022","33.63","33.70","33.95","32.58","4.96M","-2.01%"
"08/04/2022","34.32","34.23","35.17","34.02","5.06M","1.00%"
"08/03/2022","33.98","34.19","34.19","32.48","8.53M","-0.41%"
"08/02/2022","34.12","33.36","35.76","32.91","11.49M","0.06%"
"08/01/2022","34.10","33.70","35.98","33.06","17.49M","3.84%"
"07/29/2022","32.84","31.94","32.98","31.67","8.33M","-0.27%"
"07/28/2022","32.93","33.26","33.55","32.04","8.25M","-2.23%"
"07/27/2022","33.68","33.56","33.71","32.66","8.28M","0.39%"
"07/26/2022","33.55","34.70","35.43","33.26","8.32M","-3.03%"
"07/25/2022","34.60","33.80","34.65","33.50","6.76M","0.70%"
"07/22/2022","34.36","36.02","36.07","33.78","13.48M","-6.07%"
"07/21/2022","36.58","35.35","36.86","35.16","7.55M","1.95%"
"07/20/2022","35.88","36.21","37.35","35.51","15.04M","-3.83%"
"07/19/2022","37.31","39.16","39.30","35.66","22.81M","-4.72%"
"07/18/2022","39.16","38.86","40.88","37.53","17.60M","1.85%"
"07/15/2022","38.45","38.13","38.57","37.13","8.35M","0.71%"
"07/14/2022","38.18","38.28","38.85","37.55","9.46M","0.39%"
"07/13/2022","38.03","36.29","38.54","36.20","9.65M","2.81%"
"07/12/2022","36.99","36.59","37.68","36.31","8.66M","-0.91%"
"07/11/2022","37.33","37.63","38.02","36.83","9.23M","-4.04%"
"07/08/2022","38.90","38.72","39.55","37.96","9.82M","-0.97%"
"07/07/2022","39.28","39.20","40.70","38.60","19.52M","1.76%"
"07/06/2022","38.60","39.31","39.70","37.10","10.73M","-3.50%"
"07/05/2022","40.00","38.04","40.44","37.72","18.09M","6.10%"
"07/01/2022","37.70","38.30","38.99","36.32","14.35M","-1.59%"
"06/30/2022","38.31","38.88","39.50","37.53","14.67M","0.60%"
"06/29/2022","38.08","36.27","38.42","36.15","17.90M","2.72%"
"06/28/2022","37.07","37.35","38.33","36.16","29.68M","-5.26%"
"06/27/2022","39.13","39.46","39.63","38.34","16.43M","-4.07%"
"06/24/2022","40.79","40.86","41.49","38.90","25.34M","3.95%"
"06/23/2022","39.24","39.27","40.01","38.42","29.45M","6.63%"
"06/22/2022","36.80","36.82","37.35","35.36","20.24M","2.94%"
"06/21/2022","35.75","35.02","37.02","34.79","24.53M","7.84%"
"06/17/2022","33.15","33.50","34.00","32.93","22.40M","4.25%"
"06/16/2022","31.80","31.00","32.16","30.82","9.06M","-2.12%"
"06/15/2022","32.49","32.52","32.80","31.56","11.24M","0.84%"
"06/14/2022","32.22","30.84","32.78","30.70","15.86M","10.91%"
"06/13/2022","29.05","29.71","30.40","28.22","13.43M","-2.94%"
"06/10/2022","29.93","29.90","31.19","29.79","11.28M","1.49%"
"06/09/2022","29.49","28.27","29.99","28.25","7.90M","-1.57%"
"06/08/2022","29.96","30.11","30.29","29.36","12.25M","0.81%"
"06/07/2022","29.72","28.67","30.05","28.32","9.05M","2.24%"
"06/06/2022","29.07","28.31","30.00","28.22","15.82M","10.91%"
"06/03/2022","26.21","25.52","26.52","25.51","4.88M","-0.76%"
"06/02/2022","26.41","25.62","26.57","24.71","9.16M","3.73%"
"06/01/2022","25.46","25.41","26.04","24.99","7.85M","1.56%"
"05/31/2022","25.07","25.50","25.51","24.57","11.55M","3.25%"
"05/27/2022","24.28","24.49","24.50","22.90","8.97M","0.41%"
"05/26/2022","24.18","22.43","24.30","22.43","7.01M","7.95%"
"05/25/2022","22.40","22.44","22.70","21.59","8.67M","2.94%"
"05/24/2022","21.76","22.77","22.85","21.52","10.52M","-7.29%"
"05/23/2022","23.47","23.32","23.51","22.51","6.68M","-2.21%"
"05/20/2022","24.00","24.73","25.00","23.04","11.24M","0.04%"
"05/19/2022","23.99","24.09","24.47","23.61","8.13M","2.48%"
"05/18/2022","23.41","23.35","24.59","23.18","8.35M","-1.39%"
"05/17/2022","23.74","23.71","24.43","23.05","10.97M","7.81%"
"05/16/2022","22.02","22.10","22.85","21.80","7.89M","0.92%"
"05/13/2022","21.82","21.80","22.22","21.31","17.02M","8.45%"
"05/12/2022","20.12","20.10","21.44","19.34","14.15M","-0.05%"
"05/11/2022","20.13","21.07","21.83","20.07","18.70M","2.34%"
"05/10/2022","19.67","20.31","21.30","18.90","9.89M","4.07%"
"05/09/2022","18.90","20.15","20.35","18.83","7.33M","-9.66%"
"05/06/2022","20.92","21.68","21.86","20.69","5.11M","-3.46%"
"05/05/2022","21.67","22.83","23.35","21.16","5.82M","-8.14%"
"05/04/2022","23.59","22.45","23.69","22.09","5.00M","2.88%"
"05/03/2022","22.93","23.10","23.59","22.65","4.18M","-1.71%"
"05/02/2022","23.33","22.22","23.59","22.07","6.08M","4.01%"
"04/29/2022","22.43","24.08","24.40","22.37","8.06M","1.40%"
"04/28/2022","22.12","22.50","22.79","20.50","8.35M","-0.27%"
"04/27/2022","22.18","22.46","23.00","22.09","9.12M","4.87%"
"04/26/2022","21.15","22.44","22.51","21.15","5.32M","-5.20%"
"04/25/2022","22.31","21.35","22.44","21.12","8.41M","-0.09%"
"04/22/2022","22.33","22.57","23.35","22.31","6.29M","-0.62%"
"04/21/2022","22.47","24.00","24.27","22.05","8.97M","-4.34%"
"04/20/2022","23.49","24.81","24.81","23.17","7.75M","-7.30%"
"04/19/2022","25.34","25.16","25.59","24.14","5.06M","-1.25%"
"04/18/2022","25.66","25.40","25.95","24.70","4.09M","-0.19%"
"04/14/2022","25.71","25.80","26.42","25.60","4.65M","-1.23%"
"04/13/2022","26.03","25.09","26.43","24.63","4.81M","4.41%"
"04/12/2022","24.93","25.84","25.87","24.81","5.59M","-1.27%"
"04/11/2022","25.25","24.69","25.58","24.22","8.73M","-2.36%"
"04/08/2022","25.86","26.39","26.56","25.56","5.50M","-2.01%"
